Time-steps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
69,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
70,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
71,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
72,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
73,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
74,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
75,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
76,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
77,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
78,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
79,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
80,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
81,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
82,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
83,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
84,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
85,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
86,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
87,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
88,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
89,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
90,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0003333,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0006119,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0016816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0031816,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393,0.0011393
